Company,Role,Location,Work Type,Visa Sponsored,Pay Range,Source,Date Applied,Status,Job URL,Resume Used,Cover Letter,Priority
Anthropic,"Senior Software Engineer, Databases","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5151066008,,N,4
Anthropic,"Senior Security Software Engineer, eBPF & Security Sensors","Zürich, CH",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5108521008,,N,4
Anthropic,"Senior Security Engineer, Detection & Response","Zürich, CH",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5068288008,,N,4
Anthropic,"Senior Full Stack Engineer, Education","San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5098565008,,N,4
Anthropic,Senior Data Center Capacity Delivery Manager,"San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5128936008,,N,4
Anthropic,"Security Software Engineer, Detection & Response Platform","San Francisco, CA | New York City, NY | Seattle, WA; Washington, DC",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4595463008,,N,4
Anthropic,Security Labs Engineer,"San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5153564008,,N,4
Anthropic,"Security Engineer, Offensive Security","Remote-Friendly (Travel-Required) | San Francisco, CA | Seattle, WA",Remote (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5105509008,,N,5
Anthropic,"Security Engineer Lead, Corporate Security","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5135098008,,N,4
Anthropic,"Security Engineer, Detection & Response","San Francisco, CA | New York City, NY | Seattle, WA; Washington, DC",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4982193008,,N,4
Anthropic,"Security Architect, Applied AI ","New York City, NY; New York City, NY | Seattle, WA; San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5101433008,,N,4
Anthropic,"Research Lead, Training Insights","Remote-Friendly (Travel Required) | San Francisco, CA; San Francisco, CA | New York City, NY",Remote (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5139654008,,N,5
Anthropic,"Research Engineer, Virtual Collaborator (Cowork)","New York City, NY; San Francisco, CA; Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4946308008,,N,4
Anthropic,"Research Engineer, Universes","Remote-Friendly (Travel-Required) | San Francisco, CA | Seattle, WA | New York City, NY",Remote (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5061517008,,N,5
Anthropic,"Research Engineer / Scientist, Societal Impacts","San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5076606008,,N,4
Anthropic,"Research Engineer / Scientist, Frontier Red Team (Cyber)","San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5076477008,,N,4
Anthropic,"Research Engineer / Scientist, Alignment Science","San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4631822008,,N,4
Anthropic,"Research Engineer, Reward Models Platform","Remote-Friendly (Travel-Required) | San Francisco, CA | Seattle, WA | New York City, NY",Remote (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5024831008,,N,5
Anthropic,"Research Engineer / Research Scientist, Vision","New York City, NY; San Francisco, CA; Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5074217008,,N,4
Anthropic," Research Engineer / Research Scientist, Tokens","New York City, NY; New York City, NY | Seattle, WA; San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4951814008,,N,4
Anthropic,"Research Engineer/Research Scientist, Pre-training","Remote-Friendly (Travel-Required) | San Francisco, CA | Seattle, WA | New York City, NY",Remote (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4616971008,,N,5
Anthropic,"Research Engineer / Research Scientist, Pre-training","Zürich, CH",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5135168008,,N,4
Anthropic,"Research Engineer/Research Scientist, Audio","San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5074815008,,N,4
Anthropic,"Research Engineer, Production Model Post-Training","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4613592008,,N,4
Anthropic,"Research Engineer, Production Model Post-Training","Zürich, CH",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5112018008,,N,4
Anthropic,"Research Engineer, Pretraining Scaling","San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4938432008,,N,4
Anthropic,"Research Engineer, Performance RL","San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5160330008,,N,4
Anthropic,"Research Engineer, Machine Learning (Reinforcement Learning) ","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4613568008,,N,4
Anthropic,"Research Engineer, Interpretability","San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4980430008,,N,4
Anthropic,"Research Engineer,  Frontier Red Team (Autonomy)","San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5067100008,,N,4
Anthropic,"Research Engineer, Environment Scaling","Remote-Friendly (Travel Required) | San Francisco, CA",Remote (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4951064008,,N,5
Anthropic,"Research Engineer, Economic Research","San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5071132008,,N,4
Anthropic,"Research Engineer, Discovery","San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4669581008,,N,4
Anthropic,"Research Engineer, Cybersecurity Reinforcement Learning","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5025624008,,N,4
Anthropic,"Research Engineer, AI Observability","San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5125083008,,N,4
Anthropic,"Research Engineer, Agents","Remote-Friendly (Travel-Required) | San Francisco, CA | Seattle, WA | New York City, NY",Remote (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4017544008,,N,5
Anthropic,"Prompt Engineer, Claude Code","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5159669008,,N,4
Anthropic,"Prompt Engineer, Agent Prompts & Evals","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5107121008,,N,4
Anthropic,"Privacy Research Engineer, Safeguards","San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4949108008,,N,4
Anthropic,"Performance Engineer, GPU","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4926227008,,N,4
Anthropic,Performance Engineer,"San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4020350008,,N,4
Anthropic,"Partner Solutions Architect, Applied AI","Paris, France",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5112486008,,N,4
Anthropic,"Partner Solutions Architect, Applied AI","Munich, Germany",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5112493008,,N,4
Anthropic,"Partner Solutions Architect, Applied AI","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4950664008,,N,4
Anthropic,Partner Manager DACH/CEE (AI Boutiques),"Munich, Germany",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5164616008,,N,4
Anthropic,"Offensive Security Research Engineer, Safeguards","San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5123011008,,N,4
Anthropic,"Network Engineer, Capacity and Efficiency","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5177143008,,N,4
Anthropic,"Model Quality Software Engineer, Claude Code","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5098025008,,N,4
Anthropic,"ML/Research Engineer, Safeguards","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4949336008,,N,4
Anthropic,"ML Infrastructure Engineer, Safeguards","San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4778843008,,N,4
Anthropic,"Manager of Solutions Architecture, Applied AI (Industries)","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4964610008,,N,4
Anthropic,"Manager of Solutions Architecture, Applied AI (Industries)","Munich, Germany",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5117652008,,N,4
Anthropic,"Manager, Forward Deployed Engineering","Boston, MA; San Francisco, CA | New York City, NY; Seattle, WA; Washington, DC",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5099753008,,N,4
Anthropic,"Manager, Applied AI Solutions Architecture - Partnerships","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5173031008,,N,4
Anthropic,"Machine Learning Systems Engineer, RL Engineering","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4952051008,,N,4
Anthropic,"Machine Learning Systems Engineer, Research Tools","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4952079008,,N,4
Anthropic,"IT Systems Engineer, Enterprise SaaS","Remote-Friendly (Travel-Required) | San Francisco, CA | Seattle, WA | New York City, NY",Remote (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5161882008,,N,5
Anthropic,"IT Systems Engineer, Corporate Systems & Infrastructure","Remote-Friendly (Travel-Required) | San Francisco, CA | Seattle, WA | New York City, NY",Remote (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4887952008,,N,5
Anthropic,IT Support Engineer,"San Francisco, CA | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4802076008,,N,4
Anthropic,Integrations Developer,"San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5101923008,,N,4
Anthropic,"Infrastructure Engineer, Sandboxing","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5030680008,,N,4
Anthropic,"Infrastructure Engineer, Pre-training","San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4973067008,,N,4
Anthropic,Incentive Compensation System Engineer,"Ontario, CAN",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5141849008,,N,4
Anthropic,Incentive Compensation System Engineer,"San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5042002008,,N,4
Anthropic,"Head of Solutions Architects, Applied AI (Korea)","Seoul, South Korea",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5064817008,,N,4
Anthropic,GRC Automation Engineering Lead ,"San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4980335008,,N,4
Anthropic,"Forward Deployed Engineer, Applied AI (Federal Civilian) ","San Francisco, CA | New York City, NY | Washington, DC",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5079562008,,N,4
Anthropic,"Forward Deployed Engineer, Applied AI","Munich, Germany",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5121561008,,N,4
Anthropic,"Forward Deployed Engineer, Applied AI","Atlanta, GA; Austin, TX; Boston, MA; Chicago, IL; New York City, NY | Seattle, WA; San Francisco, CA | New York City, NY; Washington, DC",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4985877008,,N,4
Anthropic,"Forward Deployed Engineer, Applied AI","Paris, France",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5121563008,,N,4
Anthropic,Finance Systems Integration Engineer,"San Francisco, CA | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5155195008,,N,4
Anthropic,"External Affairs, Brussels","Brussels, Belgium",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5115678008,,N,4
Anthropic,"External Affairs, Australia","Canberra, Australia",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5149112008,,N,4
Anthropic,"[Expression of Interest] Research Scientist / Engineer, Honesty","New York City, NY; San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4532887008,,N,4
Anthropic,"Enterprise Account Executive, Retail","Tokyo, Japan",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5104754008,,N,4
Anthropic,"Enterprise Account Executive, Federal Civilian Sales (Veterans Affairs)","Washington, DC",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5109257008,,N,4
Anthropic,"Engineering Manager, Safeguards Data Infrastructure","London, UK; New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5103078008,,N,4
Anthropic,"Engineering Manager, Product Monetization (Billing Platform)","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5146363008,,N,4
Anthropic,"Engineering Manager, People Products","Remote-Friendly (Travel Required) | San Francisco, CA",Remote (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5119478008,,N,5
Anthropic,"Engineering Manager, Inference Routing and Performance","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5155391008,,N,4
Anthropic,"Engineering Manager, Inference","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4741102008,,N,4
Anthropic,"Engineering Manager, GPU (ML Accelerator)","San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4741104008,,N,4
Anthropic,"Engineering Manager, Detection and Response","Zürich, CH",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5068296008,,N,4
Anthropic,"Engineering Manager, Cloud Inference AWS","San Francisco, CA | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5141377008,,N,4
Anthropic,"Engineering Manager, Claude for Financial Services","New York City, NY; San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5140492008,,N,4
Anthropic,"Engineering Manager, Auth & Identity","New York City, NY; San Francisco, CA; Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4889396008,,N,4
Anthropic,"Engineering Manager, Agent Prompts & Evals","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5159608008,,N,4
Anthropic,Engineering Editorial Lead,"San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5138099008,,N,4
Anthropic,Developer Education Lead,"San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5126762008,,N,4
Anthropic,"Design Engineer, Web","San Francisco, CA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5116525008,,N,4
Anthropic,"Design Engineer, AI Capability Development (Education Labs)","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5097186008,,N,4
Anthropic,"Data Science Engineer, Capacity & Efficiency","New York City, NY; San Francisco, CA | New York City, NY; Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5125881008,,N,4
Anthropic,Data Center Mechanical Engineer,"Remote-Friendly, United States",Remote (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5140329008,,N,5
Anthropic,"Data Center Engineer, Resource Efficiency – Compute Supply ","Remote-Friendly, United States",Remote (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5159642008,,N,5
Anthropic,Data Center Design Execution Lead,"Remote-Friendly, United States",Remote (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5157023008,,N,5
Anthropic,"Commercial Counsel, Datacenters & Construction","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5044994008,,N,4
Anthropic,"Claude Evangelist, Applied AI (Startups)","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5116927008,,N,4
Anthropic,"Business Systems Analyst, Data Enrichment","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5127289008,,N,4
Anthropic,Applied AI Engineer (Startups),"San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5073277008,,N,4
Anthropic,"Applied AI Engineer, Life Sciences (Beneficial Deployments)","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5111942008,,N,4
Anthropic,Applied AI Engineer (Digital Natives Business) ,"San Francisco, CA | New York City, NY | Seattle, WA",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5057647008,,N,4
Anthropic,"Applied AI Engineer, Beneficial Deployments","San Francisco, CA | New York City, NY",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5068226008,,N,4
Anthropic,Applied AI Engineer,"Tokyo, Japan",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5055488008,,N,4
Anthropic,Applied AI Engineer,"Seoul, South Korea",On-site (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5014500008,,N,4
Anthropic,Application Security Engineer,"Remote-Friendly (Travel-Required) | San Francisco, CA | Seattle, WA | New York City, NY",Remote (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/4502508008,,N,5
Anthropic,Anthropic AI Security Fellow,"London, UK; Ontario, CAN; Remote-Friendly, United States; San Francisco, CA",Remote (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5030244008,,N,5
Anthropic,Anthropic AI Safety Fellow,"London, UK; Ontario, CAN; Remote-Friendly, United States; San Francisco, CA",Remote (Visa Sponsored),Y,Not Listed,Greenhouse,,Found,https://job-boards.greenhouse.io/anthropic/jobs/5023394008,,N,5
Netflix,Software Engineer - Open Connect Control Plane,United States,Remote (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-open-connect-control-plane-at-netflix-4350188369?position=5&pageNum=0&refId=iIZs1mObd%2FxIhnhoK4y0zA%3D%3D&trackingId=hymplKRWczzIihqTvhRT5A%3D%3D,,N,5
Netflix,"Software Engineer L4/L5, Model Serving Systems, Machine Learning Platform",United States,Remote (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-l4-l5-model-serving-systems-machine-learning-platform-at-netflix-4118839018?position=4&pageNum=0&refId=iIZs1mObd%2FxIhnhoK4y0zA%3D%3D&trackingId=sZVlg62S1%2BV%2BI1CCJPdbNA%3D%3D,,N,5
Honeywell,Software Engineer & Computer Science - Recent Grad/Full Time,United States,Remote (No Visa),N,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-computer-science-recent-grad-full-time-at-honeywell-4292999956?position=3&pageNum=0&refId=iIZs1mObd%2FxIhnhoK4y0zA%3D%3D&trackingId=SIbRfTpJ7h%2BX6HEapU4azQ%3D%3D,,N,1
Netflix,Software Engineer (L4) - Personalization,United States,Remote (Visa Sponsored),Y,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-l4-personalization-at-netflix-4356062884?position=2&pageNum=0&refId=iIZs1mObd%2FxIhnhoK4y0zA%3D%3D&trackingId=QNl9ga9tHRtoNTe%2FapxQHQ%3D%3D,,N,5
Fieldguide,Software Engineer (All Levels),"San Francisco, CA",Remote (No Visa),N,Not Listed,LinkedIn US,,Found,https://www.linkedin.com/jobs/view/software-engineer-all-levels-at-fieldguide-4311634893?position=1&pageNum=0&refId=iIZs1mObd%2FxIhnhoK4y0zA%3D%3D&trackingId=HDomzNghGsXA8TO7ChPBUg%3D%3D,,N,1
